id,organization,sector,region,country,annual_consumption_mwh,current_renewable_pct,grid_carbon_intensity_gco2_kwh,esg_pressure,contract_renewal_months,data_quality,lead_score,tier,buying_stage,estimated_annual_opportunity_value,recommended_offering,rationale,esg_pressure_label
SYN-001797,China Steel Works 1797,Steel,China,China,5973976.9,27.8,628.8,0.61,48.9,synthetic,60.31,B,Locked-in (long contract),11348166.52,Corporate PPA,"5,973,977 MWh/yr; 72% decarbonization gap; grid 629 gCO2/kWh; locked-in (long contract) (~49 mo to renewal); ESG pressure medium.",Medium
SYN-004011,China Hyperscale DC 4011,Data Center / Hyperscaler,China,China,10427437.3,64.8,615.1,0.541,42.3,synthetic,60.31,B,Locked-in (long contract),30014335.52,Corporate PPA,"10,427,437 MWh/yr; 35% decarbonization gap; grid 615 gCO2/kWh; locked-in (long contract) (~42 mo to renewal); ESG pressure medium.",Medium
SYN-004539,East Asia Data Hub 4539,Data Center / Hyperscaler,East Asia (ex-China),South Korea,3971846.5,24.1,413.1,0.609,40.0,synthetic,60.31,B,Locked-in (long contract),18222037.37,Corporate PPA,"3,971,846 MWh/yr; 76% decarbonization gap; grid 413 gCO2/kWh; locked-in (long contract) (~40 mo to renewal); ESG pressure medium.",Medium
SYN-002021,North America Distribution Retail 2021,Retail / E-commerce,North America,Canada,6868756.4,43.7,406.4,0.695,31.9,synthetic,60.3,B,Early / Long Horizon,24011111.75,Corporate PPA,"6,868,756 MWh/yr; 56% decarbonization gap; grid 406 gCO2/kWh; early / long horizon (~32 mo to renewal); ESG pressure high.",High
SYN-002113,China Commerce Network 2113,Retail / E-commerce,China,China,5886447.8,36.8,541.2,0.464,47.2,synthetic,60.3,B,Locked-in (long contract),22161298.68,Corporate PPA,"5,886,448 MWh/yr; 63% decarbonization gap; grid 541 gCO2/kWh; locked-in (long contract) (~47 mo to renewal); ESG pressure medium.",Medium
SYN-002640,East Asia Auto Manufacturing 2640,Automotive Manufacturing,East Asia (ex-China),Taiwan,3296334.4,21.2,417.9,0.782,35.2,synthetic,60.3,B,Early / Long Horizon,12197755.81,Corporate PPA,"3,296,334 MWh/yr; 79% decarbonization gap; grid 418 gCO2/kWh; early / long horizon (~35 mo to renewal); ESG pressure high.",High
SYN-003338,North America Beverage Works 3338,Food & Beverage,North America,Canada,1987162.5,28.1,388.2,0.69,16.1,synthetic,60.3,B,Evaluating,6900819.21,Energy Efficiency Retrofit,"1,987,162 MWh/yr; 72% decarbonization gap; grid 388 gCO2/kWh; evaluating (~16 mo to renewal); ESG pressure high.",High
SYN-003794,North America Data Hub 3794,Data Center / Hyperscaler,North America,United States,11377456.3,70.9,327.5,0.701,18.3,synthetic,60.3,B,Early / Long Horizon,29833965.91,RECs,"11,377,456 MWh/yr; 29% decarbonization gap; grid 328 gCO2/kWh; early / long horizon (~18 mo to renewal); ESG pressure high.",High
SYN-004129,Europe Ore Processing 4129,Mining & Metals,Europe,Italy,1978453.2,31.6,239.2,0.991,7.5,synthetic,60.3,B,Evaluating,5434415.25,Energy Efficiency Retrofit,"1,978,453 MWh/yr; 68% decarbonization gap; grid 239 gCO2/kWh; evaluating (~8 mo to renewal); ESG pressure high.",High
SYN-006988,North America Cloud Campus 6988,Data Center / Hyperscaler,North America,United States,14598941.7,73.7,395.1,0.669,24.0,synthetic,60.3,B,Early / Long Horizon,36564509.38,RECs,"14,598,942 MWh/yr; 26% decarbonization gap; grid 395 gCO2/kWh; early / long horizon (~24 mo to renewal); ESG pressure high.",High
SYN-008313,North America Cement Co 8313,Cement,North America,Canada,1858908.5,17.9,354.5,0.662,5.3,synthetic,60.3,B,In Renewal Window,3862440.08,Decarbonization Advisory,"1,858,908 MWh/yr; 82% decarbonization gap; grid 354 gCO2/kWh; in renewal window (~5 mo to renewal); ESG pressure high.",High
SYN-002288,East Asia Fibre Mill 2288,Pulp & Paper,East Asia (ex-China),Japan,5125972.9,56.4,470.4,0.63,12.2,synthetic,60.29,B,Evaluating,11830745.45,Energy Efficiency Retrofit,"5,125,973 MWh/yr; 44% decarbonization gap; grid 470 gCO2/kWh; evaluating (~12 mo to renewal); ESG pressure medium.",Medium
SYN-002645,Europe Cement Works 2645,Cement,Europe,France,2328957.0,20.0,259.3,0.939,9.8,synthetic,60.29,B,Evaluating,4751072.28,Battery Storage,"2,328,957 MWh/yr; 80% decarbonization gap; grid 259 gCO2/kWh; evaluating (~10 mo to renewal); ESG pressure high.",High
SYN-004452,North America Retail Group 4452,Retail / E-commerce,North America,Mexico,1418025.0,21.8,410.9,0.714,23.1,synthetic,60.29,B,Early / Long Horizon,6168125.15,On-site Solar,"1,418,025 MWh/yr; 78% decarbonization gap; grid 411 gCO2/kWh; early / long horizon (~23 mo to renewal); ESG pressure high.",High
SYN-006608,Europe Metalworks 6608,Steel,Europe,Italy,7962896.0,26.8,268.4,0.921,25.9,synthetic,60.29,B,Early / Long Horizon,15269649.37,Battery Storage,"7,962,896 MWh/yr; 73% decarbonization gap; grid 268 gCO2/kWh; early / long horizon (~26 mo to renewal); ESG pressure high.",High
SYN-008892,Europe Petrochem Complex 8892,Chemicals,Europe,Germany,3267500.9,5.6,250.2,0.976,30.7,synthetic,60.29,B,Early / Long Horizon,10016850.76,Energy Efficiency Retrofit,"3,267,501 MWh/yr; 94% decarbonization gap; grid 250 gCO2/kWh; early / long horizon (~31 mo to renewal); ESG pressure high.",High
SYN-001112,India Clinker Plant 1112,Cement,India,India,5166906.2,24.2,636.4,0.425,29.0,synthetic,60.28,B,Early / Long Horizon,10149870.54,Corporate PPA,"5,166,906 MWh/yr; 76% decarbonization gap; grid 636 gCO2/kWh; early / long horizon (~29 mo to renewal); ESG pressure medium.",Medium
SYN-006172,Europe Hyperscale DC 6172,Data Center / Hyperscaler,Europe,Italy,4684370.0,27.2,248.7,0.943,42.1,synthetic,60.28,B,Locked-in (long contract),20881047.71,Corporate PPA,"4,684,370 MWh/yr; 73% decarbonization gap; grid 249 gCO2/kWh; locked-in (long contract) (~42 mo to renewal); ESG pressure high.",High
SYN-009004,India Food Processing 9004,Food & Beverage,India,India,3955114.7,30.4,682.8,0.386,40.6,synthetic,60.28,B,Locked-in (long contract),13434733.61,Corporate PPA,"3,955,115 MWh/yr; 70% decarbonization gap; grid 683 gCO2/kWh; locked-in (long contract) (~41 mo to renewal); ESG pressure medium.",Medium
SYN-001689,Southeast Asia Connectivity Group 1689,Telecom,Southeast Asia,Indonesia,2014440.9,35.7,567.6,0.378,17.4,synthetic,60.27,B,Evaluating,7080356.88,Corporate PPA,"2,014,441 MWh/yr; 64% decarbonization gap; grid 568 gCO2/kWh; evaluating (~17 mo to renewal); ESG pressure medium.",Medium
SYN-004448,China Cement Co 4448,Cement,China,China,1298035.0,3.6,547.6,0.596,20.8,synthetic,60.27,B,Early / Long Horizon,3031171.33,Decarbonization Advisory,"1,298,035 MWh/yr; 96% decarbonization gap; grid 548 gCO2/kWh; early / long horizon (~21 mo to renewal); ESG pressure medium.",Medium
SYN-004913,North America Connectivity Group 4913,Telecom,North America,United States,4328291.1,19.0,373.5,0.652,35.5,synthetic,60.27,B,Early / Long Horizon,17815246.17,Corporate PPA,"4,328,291 MWh/yr; 81% decarbonization gap; grid 374 gCO2/kWh; early / long horizon (~36 mo to renewal); ESG pressure medium.",Medium
SYN-005351,North America Connectivity Group 5351,Telecom,North America,Mexico,3053787.6,49.5,413.7,0.708,14.7,synthetic,60.27,B,Evaluating,9216330.98,Corporate PPA,"3,053,788 MWh/yr; 50% decarbonization gap; grid 414 gCO2/kWh; evaluating (~15 mo to renewal); ESG pressure high.",High
SYN-006858,Europe Cloud Campus 6858,Data Center / Hyperscaler,Europe,Poland,15573998.1,67.8,254.7,0.837,24.6,synthetic,60.27,B,Early / Long Horizon,42865872.37,Corporate PPA,"15,573,998 MWh/yr; 32% decarbonization gap; grid 255 gCO2/kWh; early / long horizon (~25 mo to renewal); ESG pressure high.",High
SYN-006915,Europe Beverage Works 6915,Food & Beverage,Europe,France,3820835.4,14.1,263.5,0.943,35.0,synthetic,60.27,B,Early / Long Horizon,15033841.05,Energy Efficiency Retrofit,"3,820,835 MWh/yr; 86% decarbonization gap; grid 264 gCO2/kWh; early / long horizon (~35 mo to renewal); ESG pressure high.",High
SYN-009643,North America Cement Works 9643,Cement,North America,Mexico,3213536.0,4.8,401.0,0.649,25.3,synthetic,60.27,B,Early / Long Horizon,7434836.89,Corporate PPA,"3,213,536 MWh/yr; 95% decarbonization gap; grid 401 gCO2/kWh; early / long horizon (~25 mo to renewal); ESG pressure medium.",Medium
SYN-009846,Europe Mineral Resources 9846,Mining & Metals,Europe,France,1628460.5,24.2,220.9,0.976,7.7,synthetic,60.27,B,Evaluating,4798421.71,Energy Efficiency Retrofit,"1,628,460 MWh/yr; 76% decarbonization gap; grid 221 gCO2/kWh; evaluating (~8 mo to renewal); ESG pressure high.",High
SYN-001454,Europe Semiconductor Works 1454,Semiconductor,Europe,Spain,14343165.0,45.5,274.1,0.862,47.7,synthetic,60.26,B,Locked-in (long contract),41573663.75,Corporate PPA,"14,343,165 MWh/yr; 54% decarbonization gap; grid 274 gCO2/kWh; locked-in (long contract) (~48 mo to renewal); ESG pressure high.",High
SYN-002029,North America Distribution Retail 2029,Retail / E-commerce,North America,Canada,5011450.8,25.8,326.5,0.575,29.4,synthetic,60.26,B,Early / Long Horizon,21017022.37,On-site Solar,"5,011,451 MWh/yr; 74% decarbonization gap; grid 326 gCO2/kWh; early / long horizon (~29 mo to renewal); ESG pressure medium.",Medium
SYN-002339,China Mobile Operator 2339,Telecom,China,China,2705917.6,38.1,530.1,0.522,22.5,synthetic,60.26,B,Early / Long Horizon,9276967.9,Corporate PPA,"2,705,918 MWh/yr; 62% decarbonization gap; grid 530 gCO2/kWh; early / long horizon (~22 mo to renewal); ESG pressure medium.",Medium
SYN-003041,China Beverage Works 3041,Food & Beverage,China,China,3032754.2,48.9,565.3,0.602,18.6,synthetic,60.26,B,Early / Long Horizon,8450163.03,Corporate PPA,"3,032,754 MWh/yr; 51% decarbonization gap; grid 565 gCO2/kWh; early / long horizon (~19 mo to renewal); ESG pressure medium.",Medium
SYN-004445,Southeast Asia Agri-Foods 4445,Food & Beverage,Southeast Asia,Singapore,3025718.6,41.6,557.1,0.414,16.6,synthetic,60.26,B,Evaluating,9159455.35,Corporate PPA,"3,025,719 MWh/yr; 58% decarbonization gap; grid 557 gCO2/kWh; evaluating (~17 mo to renewal); ESG pressure medium.",Medium
SYN-007187,North America Paperworks 7187,Pulp & Paper,North America,Canada,4169166.7,41.0,387.8,0.638,13.7,synthetic,60.26,B,Evaluating,11548591.76,Corporate PPA,"4,169,167 MWh/yr; 59% decarbonization gap; grid 388 gCO2/kWh; evaluating (~14 mo to renewal); ESG pressure medium.",Medium
SYN-007408,North America Light Metals 7408,Aluminium,North America,Canada,14617849.0,38.5,334.3,0.585,24.8,synthetic,60.26,B,Early / Long Horizon,29111446.28,Battery Storage,"14,617,849 MWh/yr; 62% decarbonization gap; grid 334 gCO2/kWh; early / long horizon (~25 mo to renewal); ESG pressure medium.",Medium
SYN-009726,China Steel Mill 9726,Steel,China,China,4756552.3,15.1,617.9,0.481,43.5,synthetic,60.26,B,Locked-in (long contract),10122894.6,Corporate PPA,"4,756,552 MWh/yr; 85% decarbonization gap; grid 618 gCO2/kWh; locked-in (long contract) (~44 mo to renewal); ESG pressure medium.",Medium
SYN-001056,Europe Specialty Chemicals 1056,Chemicals,Europe,Sweden,6366597.2,8.9,260.5,0.866,43.9,synthetic,60.25,B,Locked-in (long contract),19013205.88,Energy Efficiency Retrofit,"6,366,597 MWh/yr; 91% decarbonization gap; grid 260 gCO2/kWh; locked-in (long contract) (~44 mo to renewal); ESG pressure high.",High
SYN-003715,Southeast Asia Commerce Network 3715,Retail / E-commerce,Southeast Asia,Indonesia,7518231.7,50.4,464.5,0.415,23.9,synthetic,60.25,B,Early / Long Horizon,24316968.61,On-site Solar,"7,518,232 MWh/yr; 50% decarbonization gap; grid 464 gCO2/kWh; early / long horizon (~24 mo to renewal); ESG pressure medium.",Medium
SYN-004742,East Asia Upstream Operations 4742,Oil & Gas,East Asia (ex-China),South Korea,5388333.6,10.8,408.3,0.725,46.4,synthetic,60.25,B,Locked-in (long contract),13865260.02,Corporate PPA,"5,388,334 MWh/yr; 89% decarbonization gap; grid 408 gCO2/kWh; locked-in (long contract) (~46 mo to renewal); ESG pressure high.",High
SYN-009142,Middle East Petrochem Complex 9142,Chemicals,Middle East,Saudi Arabia,7542959.0,15.7,503.4,0.403,55.5,synthetic,60.25,B,Locked-in (long contract),21295281.85,Corporate PPA,"7,542,959 MWh/yr; 84% decarbonization gap; grid 503 gCO2/kWh; locked-in (long contract) (~56 mo to renewal); ESG pressure medium.",Medium
SYN-009713,India Wafer Fab 9713,Semiconductor,India,India,12251173.2,53.5,619.2,0.355,46.3,synthetic,60.25,B,Locked-in (long contract),32275715.8,Corporate PPA,"12,251,173 MWh/yr; 46% decarbonization gap; grid 619 gCO2/kWh; locked-in (long contract) (~46 mo to renewal); ESG pressure medium.",Medium
SYN-009851,North America Logistics Network 9851,Logistics & Warehousing,North America,United States,1114645.0,21.8,405.3,0.579,12.7,synthetic,60.25,B,Evaluating,4475522.6,On-site Solar,"1,114,645 MWh/yr; 78% decarbonization gap; grid 405 gCO2/kWh; evaluating (~13 mo to renewal); ESG pressure medium.",Medium
SYN-003304,North America Mining Operations 3304,Mining & Metals,North America,United States,9687918.7,38.7,361.2,0.611,23.5,synthetic,60.24,B,Early / Long Horizon,24753601.07,Corporate PPA,"9,687,919 MWh/yr; 61% decarbonization gap; grid 361 gCO2/kWh; early / long horizon (~24 mo to renewal); ESG pressure medium.",Medium
SYN-003536,Europe Auto Manufacturing 3536,Automotive Manufacturing,Europe,Poland,5105410.3,46.1,272.3,0.973,21.7,synthetic,60.24,B,Early / Long Horizon,14696944.63,EV Fleet Electrification,"5,105,410 MWh/yr; 54% decarbonization gap; grid 272 gCO2/kWh; early / long horizon (~22 mo to renewal); ESG pressure high.",High
SYN-007346,North America Auto Manufacturing 7346,Automotive Manufacturing,North America,Mexico,2634839.6,37.5,339.1,0.681,12.3,synthetic,60.24,B,Evaluating,8332680.24,EV Fleet Electrification,"2,634,840 MWh/yr; 62% decarbonization gap; grid 339 gCO2/kWh; evaluating (~12 mo to renewal); ESG pressure high.",High
SYN-008553,East Asia Specialty Chemicals 8553,Chemicals,East Asia (ex-China),South Korea,3042914.4,21.5,419.2,0.678,21.4,synthetic,60.24,B,Early / Long Horizon,8167182.25,Corporate PPA,"3,042,914 MWh/yr; 78% decarbonization gap; grid 419 gCO2/kWh; early / long horizon (~21 mo to renewal); ESG pressure high.",High
SYN-003030,Latin America Cloud Campus 3030,Data Center / Hyperscaler,Latin America,Brazil,13195418.9,40.1,236.4,0.447,26.3,synthetic,60.23,B,Early / Long Horizon,51670621.33,Corporate PPA,"13,195,419 MWh/yr; 60% decarbonization gap; grid 236 gCO2/kWh; early / long horizon (~26 mo to renewal); ESG pressure medium.",Medium
SYN-006324,North America Specialty Chemicals 6324,Chemicals,North America,Canada,23796648.6,34.9,342.1,0.596,53.5,synthetic,60.23,B,Locked-in (long contract),56217202.65,Energy Efficiency Retrofit,"23,796,649 MWh/yr; 65% decarbonization gap; grid 342 gCO2/kWh; locked-in (long contract) (~54 mo to renewal); ESG pressure medium.",Medium
SYN-008788,East Asia Data Hub 8788,Data Center / Hyperscaler,East Asia (ex-China),South Korea,7790513.2,74.8,429.1,0.779,19.9,synthetic,60.23,B,Early / Long Horizon,19152197.65,RECs,"7,790,513 MWh/yr; 25% decarbonization gap; grid 429 gCO2/kWh; early / long horizon (~20 mo to renewal); ESG pressure high.",High
SYN-000598,Oceania Specialty Chemicals 0598,Chemicals,Oceania,Australia,1996276.3,16.6,445.9,0.623,18.3,synthetic,60.22,B,Early / Long Horizon,5592767.68,Energy Efficiency Retrofit,"1,996,276 MWh/yr; 83% decarbonization gap; grid 446 gCO2/kWh; early / long horizon (~18 mo to renewal); ESG pressure medium.",Medium
SYN-001077,Africa Chemical Park 1077,Chemicals,Africa,South Africa,4477760.2,34.4,490.4,0.359,13.4,synthetic,60.22,B,Evaluating,10631993.82,Corporate PPA,"4,477,760 MWh/yr; 66% decarbonization gap; grid 490 gCO2/kWh; evaluating (~13 mo to renewal); ESG pressure medium.",Medium
SYN-002771,India Cloud Campus 2771,Data Center / Hyperscaler,India,India,6693267.3,65.6,641.4,0.352,24.6,synthetic,60.22,B,Early / Long Horizon,19041006.82,Corporate PPA,"6,693,267 MWh/yr; 34% decarbonization gap; grid 641 gCO2/kWh; early / long horizon (~25 mo to renewal); ESG pressure medium.",Medium
SYN-003974,Europe Mineral Resources 3974,Mining & Metals,Europe,Germany,2507814.1,31.3,223.8,0.839,5.5,synthetic,60.22,B,In Renewal Window,6908777.06,Energy Efficiency Retrofit,"2,507,814 MWh/yr; 69% decarbonization gap; grid 224 gCO2/kWh; in renewal window (~6 mo to renewal); ESG pressure high.",High
SYN-005496,China Mineral Resources 5496,Mining & Metals,China,China,3602988.0,27.3,646.1,0.61,37.3,synthetic,60.22,B,Locked-in (long contract),10314994.35,Corporate PPA,"3,602,988 MWh/yr; 73% decarbonization gap; grid 646 gCO2/kWh; locked-in (long contract) (~37 mo to renewal); ESG pressure medium.",Medium
SYN-008888,North America Hyperscale DC 8888,Data Center / Hyperscaler,North America,Canada,3124185.8,43.4,344.6,0.702,18.1,synthetic,60.22,B,Early / Long Horizon,11800674.6,Corporate PPA,"3,124,186 MWh/yr; 57% decarbonization gap; grid 345 gCO2/kWh; early / long horizon (~18 mo to renewal); ESG pressure high.",High
SYN-009334,Europe Data Hub 9334,Data Center / Hyperscaler,Europe,Poland,20561160.2,58.2,232.7,0.903,43.9,synthetic,60.22,B,Locked-in (long contract),64882797.13,Corporate PPA,"20,561,160 MWh/yr; 42% decarbonization gap; grid 233 gCO2/kWh; locked-in (long contract) (~44 mo to renewal); ESG pressure high.",High
SYN-000859,China Pharma Manufacturing 0859,Pharmaceuticals,China,China,736656.1,29.8,519.1,0.575,5.5,synthetic,60.21,B,In Renewal Window,2516859.23,Corporate PPA,"736,656 MWh/yr; 70% decarbonization gap; grid 519 gCO2/kWh; in renewal window (~6 mo to renewal); ESG pressure medium.",Medium
SYN-001459,North America Fibre Mill 1459,Pulp & Paper,North America,United States,5834742.2,28.0,371.6,0.557,23.8,synthetic,60.21,B,Early / Long Horizon,18437785.35,Corporate PPA,"5,834,742 MWh/yr; 72% decarbonization gap; grid 372 gCO2/kWh; early / long horizon (~24 mo to renewal); ESG pressure medium.",Medium
SYN-004434,North America Hyperscale DC 4434,Data Center / Hyperscaler,North America,Canada,16754034.4,56.2,409.3,0.579,44.9,synthetic,60.21,B,Locked-in (long contract),54276369.84,Corporate PPA,"16,754,034 MWh/yr; 44% decarbonization gap; grid 409 gCO2/kWh; locked-in (long contract) (~45 mo to renewal); ESG pressure medium.",Medium
SYN-005283,Latin America Refining Complex 5283,Oil & Gas,Latin America,Argentina,7492719.1,13.7,232.9,0.465,18.3,synthetic,60.21,B,Early / Long Horizon,18823958.19,Decarbonization Advisory,"7,492,719 MWh/yr; 86% decarbonization gap; grid 233 gCO2/kWh; early / long horizon (~18 mo to renewal); ESG pressure medium.",Medium
SYN-005505,North America Metalworks 5505,Steel,North America,United States,6463429.4,6.0,359.4,0.705,45.1,synthetic,60.21,B,Locked-in (long contract),14814180.18,Corporate PPA,"6,463,429 MWh/yr; 94% decarbonization gap; grid 359 gCO2/kWh; locked-in (long contract) (~45 mo to renewal); ESG pressure high.",High
SYN-006140,Latin America Upstream Operations 6140,Oil & Gas,Latin America,Argentina,8576957.1,18.6,212.0,0.557,18.7,synthetic,60.21,B,Early / Long Horizon,20665320.44,Decarbonization Advisory,"8,576,957 MWh/yr; 81% decarbonization gap; grid 212 gCO2/kWh; early / long horizon (~19 mo to renewal); ESG pressure medium.",Medium
REAL-0079,Pfizer (Manufacturing),Pharmaceuticals,North America,United States,3000000.0,45.0,370.0,0.65,9.0,public-estimate,60.2,B,Evaluating,8745000.0,Corporate PPA,"3,000,000 MWh/yr; 55% decarbonization gap; grid 370 gCO2/kWh; evaluating (~9 mo to renewal); ESG pressure medium.",Medium
SYN-001844,China Mining Operations 1844,Mining & Metals,China,China,4853074.1,28.3,593.3,0.602,45.0,synthetic,60.2,B,Locked-in (long contract),13762832.84,Corporate PPA,"4,853,074 MWh/yr; 72% decarbonization gap; grid 593 gCO2/kWh; locked-in (long contract) (~45 mo to renewal); ESG pressure medium.",Medium
SYN-003175,North America Connectivity Group 3175,Telecom,North America,Mexico,5617481.5,21.2,334.7,0.666,37.5,synthetic,60.2,B,Locked-in (long contract),22676649.32,Energy Efficiency Retrofit,"5,617,482 MWh/yr; 79% decarbonization gap; grid 335 gCO2/kWh; locked-in (long contract) (~38 mo to renewal); ESG pressure high.",High
SYN-003258,China Hyperscale DC 3258,Data Center / Hyperscaler,China,China,7242753.9,61.2,528.5,0.552,27.4,synthetic,60.2,B,Early / Long Horizon,21942647.22,Corporate PPA,"7,242,754 MWh/yr; 39% decarbonization gap; grid 528 gCO2/kWh; early / long horizon (~27 mo to renewal); ESG pressure medium.",Medium
SYN-003605,China Steel Mill 3605,Steel,China,China,7697159.3,28.1,556.1,0.507,31.5,synthetic,60.2,B,Early / Long Horizon,14579959.15,Corporate PPA,"7,697,159 MWh/yr; 72% decarbonization gap; grid 556 gCO2/kWh; early / long horizon (~32 mo to renewal); ESG pressure medium.",Medium
SYN-003672,North America Life Sciences Plant 3672,Pharmaceuticals,North America,Mexico,1313658.3,30.3,408.7,0.715,10.9,synthetic,60.2,B,Evaluating,4466569.59,Energy Efficiency Retrofit,"1,313,658 MWh/yr; 70% decarbonization gap; grid 409 gCO2/kWh; evaluating (~11 mo to renewal); ESG pressure high.",High
SYN-001177,North America Steel Mill 1177,Steel,North America,United States,14447764.4,20.6,363.9,0.611,40.5,synthetic,60.19,B,Locked-in (long contract),29317403.52,Corporate PPA,"14,447,764 MWh/yr; 79% decarbonization gap; grid 364 gCO2/kWh; locked-in (long contract) (~40 mo to renewal); ESG pressure medium.",Medium
SYN-006548,China Retail Group 6548,Retail / E-commerce,China,China,2277264.1,31.8,511.1,0.529,25.1,synthetic,60.19,B,Early / Long Horizon,9017510.38,On-site Solar,"2,277,264 MWh/yr; 68% decarbonization gap; grid 511 gCO2/kWh; early / long horizon (~25 mo to renewal); ESG pressure medium.",Medium
SYN-009635,East Asia Aluminium Smelter 9635,Aluminium,East Asia (ex-China),South Korea,14069414.7,37.5,421.3,0.728,53.9,synthetic,60.19,B,Locked-in (long contract),28314697.08,Corporate PPA,"14,069,415 MWh/yr; 62% decarbonization gap; grid 421 gCO2/kWh; locked-in (long contract) (~54 mo to renewal); ESG pressure high.",High
REAL-0033,CEMEX,Cement,Latin America,Mexico,6500000.0,18.0,220.0,0.5,10.0,public-estimate,60.18,B,Evaluating,13494000.0,Decarbonization Advisory,"6,500,000 MWh/yr; 82% decarbonization gap; grid 220 gCO2/kWh; evaluating (~10 mo to renewal); ESG pressure medium.",Medium
SYN-000004,North America Data Hub 0004,Data Center / Hyperscaler,North America,Canada,4782618.2,22.4,366.4,0.575,46.0,synthetic,60.18,B,Locked-in (long contract),22283174.72,Corporate PPA,"4,782,618 MWh/yr; 78% decarbonization gap; grid 366 gCO2/kWh; locked-in (long contract) (~46 mo to renewal); ESG pressure medium.",Medium
SYN-004127,Europe Mineral Resources 4127,Mining & Metals,Europe,Italy,5990858.8,30.8,249.7,0.807,20.1,synthetic,60.18,B,Early / Long Horizon,16585093.5,Energy Efficiency Retrofit,"5,990,859 MWh/yr; 69% decarbonization gap; grid 250 gCO2/kWh; early / long horizon (~20 mo to renewal); ESG pressure high.",High
SYN-006671,Europe Logistics Network 6671,Logistics & Warehousing,Europe,Sweden,3060770.0,20.4,244.5,0.97,30.9,synthetic,60.18,B,Early / Long Horizon,12443866.51,On-site Solar,"3,060,770 MWh/yr; 80% decarbonization gap; grid 244 gCO2/kWh; early / long horizon (~31 mo to renewal); ESG pressure high.",High
SYN-006680,China Data Hub 6680,Data Center / Hyperscaler,China,China,5109694.1,61.4,525.5,0.477,19.3,synthetic,60.18,B,Early / Long Horizon,15437407.81,Corporate PPA,"5,109,694 MWh/yr; 39% decarbonization gap; grid 526 gCO2/kWh; early / long horizon (~19 mo to renewal); ESG pressure medium.",Medium
SYN-007627,China Specialty Chemicals 7627,Chemicals,China,China,7089026.5,31.0,633.0,0.453,37.3,synthetic,60.18,B,Locked-in (long contract),17410649.08,Corporate PPA,"7,089,026 MWh/yr; 69% decarbonization gap; grid 633 gCO2/kWh; locked-in (long contract) (~37 mo to renewal); ESG pressure medium.",Medium
SYN-007939,North America Clinker Plant 7939,Cement,North America,Mexico,3978669.8,4.1,361.8,0.635,26.1,synthetic,60.18,B,Early / Long Horizon,9255181.69,Corporate PPA,"3,978,670 MWh/yr; 96% decarbonization gap; grid 362 gCO2/kWh; early / long horizon (~26 mo to renewal); ESG pressure medium.",Medium
SYN-009011,India Telecom Networks 9011,Telecom,India,India,1834018.2,20.1,658.6,0.469,53.0,synthetic,60.18,B,Locked-in (long contract),7476191.79,Corporate PPA,"1,834,018 MWh/yr; 80% decarbonization gap; grid 659 gCO2/kWh; locked-in (long contract) (~53 mo to renewal); ESG pressure medium.",Medium
SYN-000639,Europe Agri-Foods 0639,Food & Beverage,Europe,Sweden,3597176.0,44.6,239.4,0.832,8.9,synthetic,60.17,B,Evaluating,10533250.76,Energy Efficiency Retrofit,"3,597,176 MWh/yr; 55% decarbonization gap; grid 239 gCO2/kWh; evaluating (~9 mo to renewal); ESG pressure high.",High
SYN-004864,Middle East Pulp & Paper Mill 4864,Pulp & Paper,Middle East,Qatar,6042442.3,26.3,582.0,0.421,42.6,synthetic,60.17,B,Locked-in (long contract),19402282.23,Corporate PPA,"6,042,442 MWh/yr; 74% decarbonization gap; grid 582 gCO2/kWh; locked-in (long contract) (~43 mo to renewal); ESG pressure medium.",Medium
SYN-005024,India Data Hub 5024,Data Center / Hyperscaler,India,India,14148772.9,67.3,648.5,0.363,55.7,synthetic,60.17,B,Locked-in (long contract),39240206.76,Corporate PPA,"14,148,773 MWh/yr; 33% decarbonization gap; grid 648 gCO2/kWh; locked-in (long contract) (~56 mo to renewal); ESG pressure medium.",Medium
SYN-005966,North America Upstream Operations 5966,Oil & Gas,North America,Canada,10871369.1,15.0,368.9,0.559,57.6,synthetic,60.17,B,Locked-in (long contract),27015352.21,Corporate PPA,"10,871,369 MWh/yr; 85% decarbonization gap; grid 369 gCO2/kWh; locked-in (long contract) (~58 mo to renewal); ESG pressure medium.",Medium
SYN-006048,Southeast Asia Wafer Fab 6048,Semiconductor,Southeast Asia,Vietnam,8271318.2,48.7,578.1,0.464,34.1,synthetic,60.17,B,Early / Long Horizon,23100964.6,Corporate PPA,"8,271,318 MWh/yr; 51% decarbonization gap; grid 578 gCO2/kWh; early / long horizon (~34 mo to renewal); ESG pressure medium.",Medium
SYN-006679,North America Connectivity Group 6679,Telecom,North America,Canada,1482124.3,27.4,382.9,0.559,11.4,synthetic,60.17,B,Evaluating,5652229.23,Energy Efficiency Retrofit,"1,482,124 MWh/yr; 73% decarbonization gap; grid 383 gCO2/kWh; evaluating (~11 mo to renewal); ESG pressure medium.",Medium
SYN-001005,North America Mineral Resources 1005,Mining & Metals,North America,Canada,4309321.7,7.9,363.7,0.674,33.9,synthetic,60.16,B,Early / Long Horizon,14594379.8,Corporate PPA,"4,309,322 MWh/yr; 92% decarbonization gap; grid 364 gCO2/kWh; early / long horizon (~34 mo to renewal); ESG pressure high.",High
